index,halte,incoming,outgoing,day_numeric,timestamp,lat,lon,geom,vollcode,stadsdeelcode
10751,Centraal Station,63265,70462,7,2017-12-10 15:00:00,52.3787587,4.89978016666667,0101000020E6100000ECB0D5F85F991340A9C9422A7B304A40,A01,A
10752,Centraal Station,65459,74329,7,2017-12-10 16:00:00,52.3787587,4.89978016666667,0101000020E6100000ECB0D5F85F991340A9C9422A7B304A40,A01,A
10753,Centraal Station,63426,77277,7,2017-12-10 17:00:00,52.3787587,4.89978016666667,0101000020E6100000ECB0D5F85F991340A9C9422A7B304A40,A01,A
10754,Centraal Station,55989,72658,7,2017-12-10 18:00:00,52.3787587,4.89978016666667,0101000020E6100000ECB0D5F85F991340A9C9422A7B304A40,A01,A
10755,Centraal Station,44847,65222,7,2017-12-10 19:00:00,52.3787587,4.89978016666667,0101000020E6100000ECB0D5F85F991340A9C9422A7B304A40,A01,A
10756,Centraal Station,37858,57155,7,2017-12-10 20:00:00,52.3787587,4.89978016666667,0101000020E6100000ECB0D5F85F991340A9C9422A7B304A40,A01,A
10757,Centraal Station,31182,51450,7,2017-12-10 21:00:00,52.3787587,4.89978016666667,0101000020E6100000ECB0D5F85F991340A9C9422A7B304A40,A01,A
10758,Centraal Station,28406,48992,7,2017-12-10 22:00:00,52.3787587,4.89978016666667,0101000020E6100000ECB0D5F85F991340A9C9422A7B304A40,A01,A
10759,Centraal Station,21546,37130,7,2017-12-10 23:00:00,52.3787587,4.89978016666667,0101000020E6100000ECB0D5F85F991340A9C9422A7B304A40,A01,A
10760,Centraal Station,5453,13663,6,2017-12-09 00:00:00,52.3787587,4.89978016666667,0101000020E6100000ECB0D5F85F991340A9C9422A7B304A40,A01,A
10761,Centraal Station,913,2437,6,2017-12-09 01:00:00,52.3787587,4.89978016666667,0101000020E6100000ECB0D5F85F991340A9C9422A7B304A40,A01,A
10762,Centraal Station,11294,12798,7,2017-12-10 02:00:00,52.3787587,4.89978016666667,0101000020E6100000ECB0D5F85F991340A9C9422A7B304A40,A01,A
51895,Spui,3103,1001,2,2017-12-05 07:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51896,Spui,8212,2135,2,2017-12-05 08:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51897,Spui,9471,2541,2,2017-12-05 09:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51898,Spui,8131,3016,2,2017-12-05 10:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51899,Spui,8490,4318,2,2017-12-05 11:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51900,Spui,9465,6166,2,2017-12-05 12:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51901,Spui,9262,7557,2,2017-12-05 13:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51902,Spui,9477,9165,2,2017-12-05 14:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51903,Spui,9382,11260,2,2017-12-05 15:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51904,Spui,8593,12727,2,2017-12-05 16:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51905,Spui,8497,14862,2,2017-12-05 17:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51906,Spui,6701,12003,2,2017-12-05 18:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51907,Spui,4456,8090,2,2017-12-05 19:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51908,Spui,2905,6014,2,2017-12-05 20:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51909,Spui,2282,5110,2,2017-12-05 21:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51910,Spui,1596,4661,2,2017-12-05 22:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51911,Spui,1121,3526,2,2017-12-05 23:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51912,Spui,357,1298,1,2017-12-04 00:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51913,Spui,44,212,1,2017-12-04 01:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51914,Spui,1657,672,2,2017-12-05 02:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51915,Spui,3184,935,4,2017-12-07 07:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51916,Spui,8576,2043,4,2017-12-07 08:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51917,Spui,9387,2295,4,2017-12-07 09:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51918,Spui,8737,3235,4,2017-12-07 10:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51919,Spui,9780,4571,4,2017-12-07 11:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51920,Spui,10096,6602,4,2017-12-07 12:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51921,Spui,10035,7969,4,2017-12-07 13:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51922,Spui,10161,10160,4,2017-12-07 14:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51923,Spui,10504,11560,4,2017-12-07 15:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51924,Spui,10749,13600,4,2017-12-07 16:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51925,Spui,10656,15686,4,2017-12-07 17:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51926,Spui,8937,12988,4,2017-12-07 18:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51927,Spui,6237,9381,4,2017-12-07 19:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51928,Spui,3637,7825,4,2017-12-07 20:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51929,Spui,2546,8399,4,2017-12-07 21:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51930,Spui,1982,5697,4,2017-12-07 22:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51931,Spui,1375,4238,4,2017-12-07 23:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51932,Spui,421,1416,3,2017-12-06 00:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51933,Spui,45,170,3,2017-12-06 01:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51934,Spui,1681,662,4,2017-12-07 02:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51935,Spui,3064,950,1,2017-12-04 07:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51936,Spui,8070,1974,1,2017-12-04 08:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51937,Spui,7558,2201,1,2017-12-04 09:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51938,Spui,7253,3038,1,2017-12-04 10:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51939,Spui,8371,3891,1,2017-12-04 11:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51940,Spui,9071,5487,1,2017-12-04 12:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51941,Spui,9236,7267,1,2017-12-04 13:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51942,Spui,8888,8601,1,2017-12-04 14:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51943,Spui,8871,10711,1,2017-12-04 15:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51944,Spui,8388,12165,1,2017-12-04 16:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51945,Spui,8421,14796,1,2017-12-04 17:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51946,Spui,6376,11865,1,2017-12-04 18:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51947,Spui,4236,7644,1,2017-12-04 19:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51948,Spui,2856,5432,1,2017-12-04 20:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51949,Spui,2074,4750,1,2017-12-04 21:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51950,Spui,1538,4220,1,2017-12-04 22:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51951,Spui,880,3207,1,2017-12-04 23:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51952,Spui,235,1211,7,2017-12-10 00:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51953,Spui,39,132,7,2017-12-10 01:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51954,Spui,1572,662,1,2017-12-04 02:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51955,Spui,2807,857,5,2017-12-08 07:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51956,Spui,7682,1868,5,2017-12-08 08:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51957,Spui,9027,2416,5,2017-12-08 09:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51958,Spui,8548,3148,5,2017-12-08 10:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51959,Spui,9574,4735,5,2017-12-08 11:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51960,Spui,10314,6147,5,2017-12-08 12:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51961,Spui,10455,8056,5,2017-12-08 13:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51962,Spui,10475,9724,5,2017-12-08 14:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51963,Spui,11070,12017,5,2017-12-08 15:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51964,Spui,10170,12908,5,2017-12-08 16:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51965,Spui,9672,14758,5,2017-12-08 17:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51966,Spui,7887,12827,5,2017-12-08 18:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51967,Spui,6330,9272,5,2017-12-08 19:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51968,Spui,4344,6717,5,2017-12-08 20:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51969,Spui,3222,5876,5,2017-12-08 21:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51970,Spui,2535,5873,5,2017-12-08 22:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51971,Spui,1878,5536,5,2017-12-08 23:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51972,Spui,742,2312,4,2017-12-07 00:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51973,Spui,115,402,4,2017-12-07 01:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51974,Spui,1549,826,5,2017-12-08 02:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51975,Spui,3069,1013,3,2017-12-06 07:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51976,Spui,8516,1973,3,2017-12-06 08:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51977,Spui,8968,2459,3,2017-12-06 09:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51978,Spui,8646,3123,3,2017-12-06 10:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51979,Spui,9555,4451,3,2017-12-06 11:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51980,Spui,9880,6227,3,2017-12-06 12:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51981,Spui,9503,8027,3,2017-12-06 13:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51982,Spui,9916,9438,3,2017-12-06 14:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51983,Spui,9302,11234,3,2017-12-06 15:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51984,Spui,8994,12664,3,2017-12-06 16:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51985,Spui,9165,15308,3,2017-12-06 17:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51986,Spui,7118,12552,3,2017-12-06 18:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51987,Spui,4784,8373,3,2017-12-06 19:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51988,Spui,3031,6317,3,2017-12-06 20:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51989,Spui,2490,5353,3,2017-12-06 21:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51990,Spui,1927,5014,3,2017-12-06 22:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51991,Spui,1231,3773,3,2017-12-06 23:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51992,Spui,303,1325,2,2017-12-05 00:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51993,Spui,34,221,2,2017-12-05 01:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51994,Spui,1651,770,3,2017-12-06 02:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51995,Spui,1130,306,6,2017-12-09 07:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51996,Spui,2651,793,6,2017-12-09 08:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51997,Spui,5840,1549,6,2017-12-09 09:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51998,Spui,7288,2645,6,2017-12-09 10:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
51999,Spui,9932,3903,6,2017-12-09 11:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
52000,Spui,10835,5757,6,2017-12-09 12:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
52001,Spui,11630,7683,6,2017-12-09 13:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
52002,Spui,11524,9779,6,2017-12-09 14:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
52003,Spui,10974,11925,6,2017-12-09 15:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
52004,Spui,10099,13779,6,2017-12-09 16:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
52005,Spui,8352,14341,6,2017-12-09 17:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
52006,Spui,6811,12784,6,2017-12-09 18:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
52007,Spui,5130,9961,6,2017-12-09 19:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
52008,Spui,4068,6668,6,2017-12-09 20:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
52009,Spui,3036,6143,6,2017-12-09 21:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
52010,Spui,2535,5660,6,2017-12-09 22:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
52011,Spui,2339,5371,6,2017-12-09 23:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
52012,Spui,872,2452,5,2017-12-08 00:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
52013,Spui,159,459,5,2017-12-08 01:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
52014,Spui,800,1500,6,2017-12-09 02:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
52015,Spui,569,263,7,2017-12-10 07:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
52016,Spui,1379,590,7,2017-12-10 08:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
52017,Spui,3400,1212,7,2017-12-10 09:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
52018,Spui,6401,2011,7,2017-12-10 10:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
52019,Spui,9688,3259,7,2017-12-10 11:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
52020,Spui,10250,5188,7,2017-12-10 12:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
52021,Spui,10551,6927,7,2017-12-10 13:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
52022,Spui,10504,8479,7,2017-12-10 14:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
52023,Spui,9746,10694,7,2017-12-10 15:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
52024,Spui,8007,11750,7,2017-12-10 16:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
52025,Spui,6384,11676,7,2017-12-10 17:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
52026,Spui,5313,10261,7,2017-12-10 18:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
52027,Spui,3700,6880,7,2017-12-10 19:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
52028,Spui,2741,5544,7,2017-12-10 20:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
52029,Spui,2001,4256,7,2017-12-10 21:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
52030,Spui,1474,3745,7,2017-12-10 22:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
52031,Spui,1066,2948,7,2017-12-10 23:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
52032,Spui,274,1110,6,2017-12-09 00:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
52033,Spui,32,156,6,2017-12-09 01:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
52034,Spui,312,1500,7,2017-12-10 02:00:00,52.36914825,4.8907,0101000020E610000055302AA9139013401590F63F402F4A40,A01,A
